ranking_A,ranking_B,forward_w_A,forward_ratio_A,forward_w_B,forward_ratio_B,forward_w_gap,forward_ratio_gap,forward_w_gap_frac_total,n,mean_abs,median_abs,p90_abs,p95_abs,p99_abs,max_abs,mean_signed,std_signed,min_signed,max_signed,mean_abs_frac_n,p95_abs_frac_n,max_abs_frac_n,spearman_rho,kendall_tau_approx,overlap_top_100,overlap_top_500,overlap_top_1000,overlap_top_5000,overlap_top_10000
bader,35452425,35459266.0,0.8460380489748782,35452425.0,0.8458748265806798,6841.0,0.00016322239419841456,0.000163222394198378,136648,12356.569185059423,8935.0,16487.600000000006,62533.59999999998,98335.0,132967,0.0,22447.42998666094,-132967,130818,0.09042627177170118,0.45762543176628984,0.9730621743457643,0.8380884082312737,0.7797266959004385,0.01,0.072,0.123,0.4164,0.4859
connectome_paper_fas_ranking_20260202_123552,bader,33799077.0,0.80642687759616,35459266.0,0.8460380489748782,1660189.0,0.03961117137871817,0.03961117137871816,136648,14219.008518236637,9075.5,27863.300000000003,51470.449999999924,98084.24999999997,135192,0.0,23494.231719258572,-135192,132794,0.1040557382342708,0.37666449563842813,0.9893448861307886,0.822635300817426,0.6979854697820468,0.0,0.02,0.031,0.1962,0.47
connectome_paper_fas_ranking_20260202_123552,connectome_hybrid_ranking-12cpu,33799077.0,0.80642687759616,35463823.0,0.8461467764197491,1664746.0,0.03971989882358906,0.03971989882358909,136648,15585.31145717464,9961.5,29512.0,63975.0,106066.59,135248,0.0,25295.405648954482,-135248,126382,0.11405444248854457,0.46817370177390083,0.9897546982026814,0.7943976909568626,0.6762051430771462,0.01,0.028,0.041,0.1892,0.432
connectome_paper_fas_ranking_20260202_123552,connectome_hybrid_ranking-48cpu,33799077.0,0.80642687759616,35463423.0,0.8461372326457863,1664346.0,0.03971035504962628,0.03971035504962631,136648,15612.792459457878,10019.0,29655.600000000006,62994.0,106046.0,135248,0.0,25316.49213899945,-135248,128364,0.11425555046146214,0.4609946724430654,0.9897546982026814,0.7940547640134272,0.6751451271769077,0.01,0.028,0.041,0.1892,0.4299
connectome_paper_fas_ranking_20260202_123552,connectome_hybrid_ranking-24cpu,33799077.0,0.80642687759616,35463349.0,0.8461354670476032,1664272.0,0.03970858945144318,0.0397085894514432,136648,15621.315657748375,9961.0,29801.300000000003,62167.59999999998,106053.59,135248,0.0,25320.564838527633,-135248,125732,0.11431792384629394,0.4549470171535623,0.9897546982026814,0.7939884972868587,0.6747351210268154,0.01,0.028,0.041,0.1892,0.4342
connectome_paper_fas_ranking_20260202_123552,35452425_ranking-24cpu,33799077.0,0.80642687759616,35459216.0,0.8460368560031328,1660139.0,0.03960997840697278,0.039609978406972814,136648,15836.867864879105,10197.0,30104.600000000006,62683.24999999997,106119.18,135248,0.0,25488.784550876073,-135248,126247,0.11589535057138857,0.45872058134769605,0.9897546982026814,0.7912420883040336,0.6730650959764396,0.01,0.028,0.041,0.1892,0.432
connectome_paper_fas_ranking_20260202_123552,35452425_ranking-48cpu,33799077.0,0.80642687759616,35458792.0,0.8460267396027323,1659715.0,0.039599862006572284,0.03959986200657227,136648,15867.094886130788,10221.0,30254.300000000003,62500.29999999999,106085.53,135248,0.0,25516.82861727943,-135248,125705,0.11611655411078675,0.457381739944968,0.9897546982026814,0.790782463295793,0.6730550958264374,0.01,0.028,0.041,0.1892,0.4341
connectome_paper_fas_ranking_20260202_123552,35435948_ranking-24cpu,33799077.0,0.80642687759616,35448587.0,0.8457832540695069,1649510.0,0.03935637647334689,0.03935637647334695,136648,15895.423965224518,10053.0,30462.500000000015,64274.69999999966,106106.53,135247,0.0,25656.33365293735,-135247,128364,0.11632386837146916,0.4703669281657958,0.989747380129969,0.7884885508867779,0.6695350430256454,0.01,0.028,0.041,0.1892,0.435
connectome_paper_fas_ranking_20260202_123552,35435948_ranking-12cpu,33799077.0,0.80642687759616,35448482.0,0.8457807488288417,1649405.0,0.039353871232681636,0.03935387123268172,136648,15927.596627832094,10365.0,30176.0,63942.29999999999,106160.47999999998,135247,0.0,25627.712651053873,-135247,126854,0.11655931025578196,0.46793440079620624,0.989747380129969,0.7889601921641664,0.6704850572758592,0.01,0.028,0.041,0.1892,0.43
connectome_paper_fas_ranking_20260202_123552,35452425_ranking-12cpu,33799077.0,0.80642687759616,35458293.0,0.8460148337447138,1659216.0,0.039587956148553705,0.03958795614855371,136648,15931.323122182543,10211.0,30428.600000000006,62986.09999999992,106106.53,135248,0.0,25583.032749058686,-135248,125592,0.11658658101240078,0.46093685966863707,0.9897546982026814,0.7896954133282235,0.6713250698760481,0.01,0.028,0.041,0.1892,0.4338
connectome_paper_fas_ranking,35452425,34660410.0,0.8269777962428596,35452425.0,0.8458748265806798,792015.0,0.018897030337820198,0.01889703033782025,136648,16745.56218898191,10349.0,33218.600000000006,77320.14999999994,101104.18,134287,0.0,27201.6304168049,-134287,133634,0.12254524170849122,0.5658344798313911,0.9827220303260933,0.7622423156136181,0.6488747331209969,0.01,0.046,0.075,0.312,0.4324
35435948,connectome_paper_fas_ranking,35435948.0,0.8454816946717182,34660410.0,0.8269777962428596,775538.0,0.01850389842885858,0.018503898428858596,136648,16803.008298694454,10360.0,33513.600000000006,77872.94999999998,101036.59,135500,0.0,27312.74302314407,-135500,133807,0.12296563651641045,0.5698799104267899,0.9915988525261987,0.760295974077785,0.6452546788201823,0.0,0.036,0.069,0.3314,0.4409
connectome_dimacs_hybrid_ranking_learning-48cpu,35452425_ranking-12cpu,32275253.0,0.7700692980585268,35458293.0,0.8460148337447138,3183040.0,0.075945535686187,0.07594553568618696,136648,20969.01648029975,12621.0,53154.3,73586.54999999996,105822.65,127615,0.0,31377.444676145977,-127527,127615,0.15345278730972828,0.5385117235524849,0.9338958491891576,0.6836412607858452,0.5306929603944059,0.05,0.074,0.168,0.7484,0.8039
connectome_dimacs_hybrid_ranking_learning-48cpu,35452425_ranking-24cpu,32275253.0,0.7700692980585268,35459216.0,0.8460368560031328,3183963.0,0.07596755794460608,0.07596755794460608,136648,20998.892936596218,12751.0,52905.0,73775.84999999995,105870.06,127708,0.0,31376.860524907654,-127708,126502,0.1536714253892938,0.5398970347169366,0.934576429951408,0.6836530399240739,0.5304529567943519,0.05,0.074,0.168,0.7484,0.7919
connectome_dimacs_hybrid_ranking_learning-48cpu,connectome_hybrid_ranking-48cpu,32275253.0,0.7700692980585268,35463423.0,0.8461372326457863,3188170.0,0.07606793458725958,0.07606793458725958,136648,21015.566814003865,12838.0,53521.10000000002,72664.0,106077.65,128604,0.0,31364.39513279631,-127649,128604,0.15379344603656012,0.5317604355716878,0.9411334231016919,0.6839043464933285,0.52973294599419,0.05,0.074,0.168,0.7484,0.7779
connectome_dimacs_hybrid_ranking_learning-48cpu,35452425_ranking-48cpu,32275253.0,0.7700692980585268,35458792.0,0.8460267396027323,3183539.0,0.07595744154420558,0.07595744154420553,136648,21026.335592178442,12671.0,52967.90000000001,73842.65,105969.06,127641,0.0,31418.77072418807,-126829,127641,0.15387225273826505,0.5403858819741233,0.9340861190796792,0.6828073837042817,0.5301829527442912,0.05,0.074,0.168,0.7484,0.801
connectome_dimacs_hybrid_ranking_learning-48cpu,connectome_hybrid_ranking-12cpu,32275253.0,0.7700692980585268,35463823.0,0.8461467764197491,3188570.0,0.07607747836122236,0.07607747836122235,136648,21031.70988232539,12836.5,53894.40000000005,73486.44999999992,106022.65,127666,0.0,31428.9889426852,-127553,127666,0.1539115821843378,0.5377791844739764,0.9342690708974885,0.6826010312317168,0.528972934594019,0.05,0.074,0.168,0.7484,0.8005
connectome_dimacs_hybrid_ranking_learning-48cpu,connectome_hybrid_ranking-24cpu,32275253.0,0.7700692980585268,35463349.0,0.8461354670476032,3188096.0,0.07606616898907648,0.07606616898907646,136648,21066.255927638897,13054.0,53544.3,72855.0,106188.70999999999,127692,0.0,31405.212640483733,-127692,127677,0.15416439265586687,0.5331581874597506,0.9344593407880101,0.6830810797174904,0.5293629404441067,0.05,0.074,0.168,0.7484,0.7964
connectome_dimacs_hybrid_ranking_learning-48cpu,35435948_ranking-12cpu,32275253.0,0.7700692980585268,35448482.0,0.8457807488288417,3173229.0,0.07571145077031494,0.07571145077031498,136648,21068.05466600316,12902.0,53592.3,74372.29999999999,105917.59,127662,0.0,31485.879864602004,-126919,127662,0.1541775559540071,0.5442618991862302,0.934239798606639,0.6814509170518377,0.5286329294939424,0.05,0.074,0.168,0.7484,0.7998
connectome_dimacs_hybrid_ranking_learning-48cpu,35435948_ranking-24cpu,32275253.0,0.7700692980585268,35448587.0,0.8457832540695069,3173334.0,0.07571395601098019,0.0757139560109802,136648,21099.087158246006,13116.5,53495.90000000001,73857.65,105835.76999999999,127652,0.0,31443.13728567377,-126809,127652,0.1544046539886863,0.5404956530648088,0.9341666178795153,0.6823152008308936,0.5286029290439357,0.05,0.074,0.168,0.7484,0.7917
connectome_dimacs_hybrid_ranking_learning-48cpu,connectome_paper_fas_ranking,32275253.0,0.7700692980585268,34660410.0,0.8269777962428596,2385157.0,0.056908498184332856,0.056908498184332794,136648,21342.24092558984,12947.0,53350.600000000006,76714.29999999999,110419.65,135442,0.0,32014.62503786171,-128933,135442,0.1561840709383953,0.5614008254786018,0.9911744043088813,0.6706622377084541,0.5223828357425362,0.59,0.586,0.565,0.5548,0.672
connectome_paper_fas_ranking_20260202_123552,35452425,33799077.0,0.80642687759616,35452425.0,0.8458748265806798,1653348.0,0.039447948984519754,0.03944794898451978,136648,21546.315101574848,15466.0,48604.500000000015,81023.19999999995,104554.76999999999,134335,0.0,31569.065770331683,-134335,133013,0.15767750059697067,0.5929336689889347,0.983073297816287,0.6797654758893736,0.5621134317014755,0.01,0.018,0.029,0.1542,0.3089
35435948,connectome_paper_fas_ranking_20260202_123552,35435948.0,0.8454816946717182,33799077.0,0.80642687759616,1636871.0,0.039054817075558135,0.03905481707555813,136648,21600.641838885313,15512.0,49158.00000000009,81420.59999999998,104617.06,135764,0.0,31654.023317560903,-135764,134340,0.1580750676108345,0.5958418710848309,0.9935308237222645,0.6780395491057469,0.5600534008010121,0.0,0.01,0.025,0.1592,0.3128
connectome_dimacs_hybrid_ranking_learning-48cpu,bader,32275253.0,0.7700692980585268,35459266.0,0.8460380489748782,3184013.0,0.07596875091635147,0.07596875091635143,136648,22221.34664246824,14119.5,55494.80000000002,78057.89999999997,109359.35999999999,131333,0.0,32779.856850110744,-129140,131333,0.162617430496372,0.5712333879749426,0.9611044435337509,0.6547300384704529,0.5045925688885333,0.01,0.032,0.066,0.3924,0.748
connectome_paper_fas_ranking_20260202_123552,connectome_dimacs_hybrid_ranking_learning-48cpu,33799077.0,0.80642687759616,32275253.0,0.7700692980585268,1523824.0,0.0363575795376333,0.03635757953763326,136648,22495.39552719396,15047.0,53108.0,74119.89999999997,107564.47999999998,135899,0.0,32307.11175543268,-135899,128848,0.16462294016153883,0.5424148176336278,0.9945187635384345,0.6646170665414939,0.5087226308394626,0.17,0.134,0.2,0.2506,0.451
connectome_adaptive_out_over_inplus1_learning_ranking,35452425_ranking-12cpu,31535251.0,0.7524132685085212,35458293.0,0.8460148337447138,3923042.0,0.09360156523619256,0.09360156523619254,136648,23101.950237105557,15010.5,57210.600000000006,76548.29999999999,109163.30999999997,134013,0.0,33484.72611709585,-134013,129747,0.16906175163270268,0.5601860254083484,0.9807168784029038,0.6397216267358503,0.4879923198847983,0.22,0.388,0.41,0.6272,0.6682
connectome_adaptive_out_over_inplus1_learning_ranking,35452425_ranking-24cpu,31535251.0,0.7524132685085212,35459216.0,0.8460368560031328,3923965.0,0.09362358749461164,0.09362358749461165,136648,23143.757859610094,15049.5,57245.0,76463.59999999998,109369.0,134013,0.0,33507.83435675668,-134013,129747,0.16936770285412223,0.5595661846496105,0.9807168784029038,0.6392241896836687,0.48783231748476225,0.22,0.388,0.41,0.6272,0.6679
connectome_adaptive_out_over_inplus1_learning_ranking,35452425_ranking-48cpu,31535251.0,0.7524132685085212,35458792.0,0.8460267396027323,3923541.0,0.09361347109421114,0.0936134710942111,136648,23159.239461975296,15014.5,57479.80000000002,76632.0,109424.06,134013,0.0,33535.85740273373,-134013,129747,0.16948099834593477,0.5607985480943739,0.9807168784029038,0.6386204941663018,0.48746231193467904,0.22,0.388,0.41,0.6272,0.6683
connectome_adaptive_out_over_inplus1_learning_ranking,connectome_hybrid_ranking-48cpu,31535251.0,0.7524132685085212,35463423.0,0.8461372326457863,3928172.0,0.09372396413726514,0.09372396413726514,136648,23166.45051519232,15220.0,56995.3,76438.89999999997,109768.29999999999,134012,0.0,33534.78048123877,-134012,129747,0.16953376935770972,0.5593854282536149,0.9807095603301914,0.6386437034198635,0.48671230068451027,0.22,0.388,0.41,0.6272,0.6666
connectome_adaptive_out_over_inplus1_learning_ranking,35435948_ranking-24cpu,31535251.0,0.7524132685085212,35448587.0,0.8457832540695069,3913336.0,0.09336998556098575,0.09336998556098577,136648,23176.20268134184,15446.0,57382.3,77012.0,109039.0,134014,0.0,33566.56204101956,-134014,129747,0.16960513641869504,0.5635794157250746,0.9807241964756162,0.6379584501632374,0.48582228733431,0.22,0.388,0.41,0.6272,0.6658
connectome_adaptive_out_over_inplus1_learning_ranking,connectome_hybrid_ranking-24cpu,31535251.0,0.7524132685085212,35463349.0,0.8461354670476032,3928098.0,0.09372219853908204,0.09372219853908204,136648,23200.804241554943,15531.0,57233.0,76580.24999999997,110089.65999999997,134012,0.0,33576.79026880884,-134012,129747,0.1697851724251723,0.5604198378315085,0.9807095603301914,0.6377377777200818,0.48568228523427853,0.22,0.388,0.41,0.6272,0.6633
connectome_adaptive_out_over_inplus1_learning_ranking,connectome_hybrid_ranking-12cpu,31535251.0,0.7524132685085212,35463823.0,0.8461467764197491,3928572.0,0.09373350791122792,0.09373350791122792,136648,23208.928268251275,15130.0,57421.3,76973.65,109583.53,134012,0.0,33607.14385069489,-134012,129747,0.16984462464325328,0.5632987676365552,0.9807095603301914,0.6370825080448675,0.48557228358425375,0.22,0.388,0.41,0.6272,0.6634
connectome_adaptive_out_over_inplus1_learning_ranking,35435948_ranking-12cpu,31535251.0,0.7524132685085212,35448482.0,0.8457807488288417,3913231.0,0.0933674803203205,0.09336748032032055,136648,23223.283882676657,15057.0,57537.0,76964.64999999988,109522.88999999998,134014,0.0,33619.32431835722,-134014,129747,0.169949680073449,0.563232904982143,0.9807241964756162,0.6368193910200215,0.48539228088421327,0.22,0.388,0.41,0.6272,0.668
connectome_adaptive_out_over_inplus1_learning_ranking,connectome_paper_fas_ranking,31535251.0,0.7524132685085212,34660410.0,0.8269777962428596,3125159.0,0.07456452773433841,0.07456452773433836,136648,23711.56769217259,15925.0,57359.20000000001,79329.94999999998,112791.59,131797,0.0,34055.33641446925,-128937,131797,0.17352297649561346,0.5805423423687136,0.9645000292722908,0.6273380598493616,0.4788821832327485,0.04,0.038,0.085,0.375,0.6097
bader,connectome_adaptive_out_over_inplus1_learning_ranking,35459266.0,0.8460380489748782,31535251.0,0.7524132685085212,3924015.0,0.09362478046635703,0.09362478046635699,136648,24185.156709209063,16352.5,59256.3,81566.94999999998,111180.0,135222,0.0,34651.532606337394,-135222,129102,0.17698873535806645,0.5969128710262864,0.9895644283121597,0.6141756913024495,0.4653919808797132,0.07,0.18,0.254,0.449,0.6801
connectome_paper_fas_ranking_20260202_123552,connectome_adaptive_out_over_inplus1_learning_ranking,33799077.0,0.80642687759616,31535251.0,0.7524132685085212,2263826.0,0.05401360908763886,0.05401360908763883,136648,24998.637345588664,17980.0,58141.3,79141.65,109844.59,131546,0.0,34658.4064876026,-131546,128690,0.18294184580519776,0.5791643492769744,0.9626631930214858,0.6140226029199471,0.46032190482857244,0.01,0.02,0.03,0.1754,0.4072
connectome_dimacs_hybrid_ranking_learning-48cpu,35452425,32275253.0,0.7700692980585268,35452425.0,0.8458748265806798,3177172.0,0.07580552852215305,0.07580552852215304,136648,25670.959648147065,16432.5,65334.20000000001,88106.29999999999,110023.24999999997,135779,0.0,36665.1413543107,-132912,135779,0.1878619493014685,0.6447683098179262,0.9936405948129501,0.5680321564466502,0.4291814377215658,0.01,0.044,0.065,0.3424,0.3961
35435948,connectome_dimacs_hybrid_ranking_learning-48cpu,35435948.0,0.8454816946717182,32275253.0,0.7700692980585268,3160695.0,0.07541239661319143,0.0754123966131914,136648,25727.09727182249,16417.0,65570.20000000001,88408.14999999994,110005.47999999998,132519,0.0,36751.17204064801,-131824,132519,0.18827276851342495,0.6469772700661549,0.9697836777706224,0.5660026489901292,0.4266213993209898,0.0,0.046,0.064,0.3462,0.4011
connectome_adaptive_out_over_inplus1_learning_ranking,35452425,31535251.0,0.7524132685085212,35452425.0,0.8458748265806798,3917174.0,0.09346155807215861,0.09346155807215861,136648,25881.701042093555,17262.0,64310.0,85310.0,108123.18,132442,0.0,36319.584754191004,-127995,132442,0.1894041701458752,0.6243047830923248,0.9692201861717697,0.5761360898986314,0.42820142302134534,0.04,0.098,0.144,0.3602,0.4356
35435948,connectome_adaptive_out_over_inplus1_learning_ranking,35435948.0,0.8454816946717182,31535251.0,0.7524132685085212,3900697.0,0.093068426163197,0.09306842616319697,136648,25958.021544406067,17320.0,64632.3,85501.0499999999,108424.06,131916,0.0,36417.30162420306,-131916,127988,0.1899626891312428,0.6257029008840225,0.965370879925063,0.573852232702724,0.42526137892068383,0.01,0.11,0.141,0.355,0.438
connectome_paper_fas_ranking_20260202_123552,connectome_dimacs_scc_init,33799077.0,0.80642687759616,21280355.0,0.5077372449190797,12518722.0,0.2986896326770804,0.2986896326770804,136648,37915.04841636906,30963.5,83396.6,95608.65,112284.59,135452,0.0,48063.378205985784,-135452,128520,0.2774650812040356,0.6996710526315789,0.991247585036005,0.2577105702775623,0.17802767041505624,0.17,0.134,0.2,0.2506,0.396
connectome_paper_fas_ranking_20260202_123552,connectome_dimacs_scc_init_learning,33799077.0,0.80642687759616,21280355.0,0.5077372449190797,12518722.0,0.2986896326770804,0.2986896326770804,136648,37915.04841636906,30963.5,83396.6,95608.65,112284.59,135452,0.0,48063.378205985784,-135452,128520,0.2774650812040356,0.6996710526315789,0.991247585036005,0.2577105702775623,0.17802767041505624,0.17,0.134,0.2,0.2506,0.396
connectome_dimacs_hybrid_ranking_learning-48cpu,connectome_dimacs_scc_init,32275253.0,0.7700692980585268,21280355.0,0.5077372449190797,10994898.0,0.2623320531394471,0.26233205313944713,136648,39369.34795972133,33961.5,85120.0,97923.0,113078.59,128406,0.0,49966.39569896157,-127035,128406,0.2881077510078547,0.7166076342134535,0.9396844447046426,0.1977666043855808,0.13433701505522583,1.0,1.0,1.0,1.0,0.6879
connectome_dimacs_hybrid_ranking_learning-48cpu,connectome_dimacs_scc_init_learning,32275253.0,0.7700692980585268,21280355.0,0.5077372449190797,10994898.0,0.2623320531394471,0.26233205313944713,136648,39369.34795972133,33961.5,85120.0,97923.0,113078.59,128406,0.0,49966.39569896157,-127035,128406,0.2881077510078547,0.7166076342134535,0.9396844447046426,0.1977666043855808,0.13433701505522583,1.0,1.0,1.0,1.0,0.6879
connectome_hybrid_ranking-24cpu,connectome_dimacs_scc_init,35463349.0,0.8461354670476032,21280355.0,0.5077372449190797,14182994.0,0.33839822212852355,0.33839822212852355,136648,39483.61868450325,33810.0,85774.3,97786.24999999997,113764.88999999998,126186,0.0,50053.325622229,-126186,125883,0.28894399248070407,0.7156068877700367,0.9234383232831801,0.194972776630572,0.13242698640479608,0.05,0.074,0.168,0.7484,0.7649
connectome_hybrid_ranking-24cpu,connectome_dimacs_scc_init_learning,35463349.0,0.8461354670476032,21280355.0,0.5077372449190797,14182994.0,0.33839822212852355,0.33839822212852355,136648,39483.61868450325,33810.0,85774.3,97786.24999999997,113764.88999999998,126186,0.0,50053.325622229,-126186,125883,0.28894399248070407,0.7156068877700367,0.9234383232831801,0.194972776630572,0.13242698640479608,0.05,0.074,0.168,0.7484,0.7649
35452425_ranking-12cpu,connectome_dimacs_scc_init,35458293.0,0.8460148337447138,21280355.0,0.5077372449190797,14177938.0,0.3382775888256341,0.3382775888256341,136648,39487.78165798255,33799.5,85615.0,97908.94999999998,113701.0,126221,0.0,50048.72597270612,-126164,126221,0.2889744574233253,0.7165048152918446,0.9236944558281132,0.1951207257588865,0.1329969949549243,0.05,0.074,0.168,0.7484,0.7658
35452425_ranking-12cpu,connectome_dimacs_scc_init_learning,35458293.0,0.8460148337447138,21280355.0,0.5077372449190797,14177938.0,0.3382775888256341,0.3382775888256341,136648,39487.78165798255,33799.5,85615.0,97908.94999999998,113701.0,126221,0.0,50048.72597270612,-126164,126221,0.2889744574233253,0.7165048152918446,0.9236944558281132,0.1951207257588865,0.1329969949549243,0.05,0.074,0.168,0.7484,0.7658
35435948_ranking-12cpu,connectome_dimacs_scc_init,35448482.0,0.8457807488288417,21280355.0,0.5077372449190797,14168127.0,0.338043503909762,0.33804350390976207,136648,39490.755605643695,33765.0,85588.90000000001,97980.0,113555.70999999999,126195,0.0,50053.577187796174,-126195,125926,0.2889962209885523,0.7170247643580586,0.9235041859375914,0.19496468455531268,0.1323369850547758,0.05,0.074,0.168,0.7484,0.7657
35435948_ranking-12cpu,connectome_dimacs_scc_init_learning,35448482.0,0.8457807488288417,21280355.0,0.5077372449190797,14168127.0,0.338043503909762,0.33804350390976207,136648,39490.755605643695,33765.0,85588.90000000001,97980.0,113555.70999999999,126195,0.0,50053.577187796174,-126195,125926,0.2889962209885523,0.7170247643580586,0.9235041859375914,0.19496468455531268,0.1323369850547758,0.05,0.074,0.168,0.7484,0.7657
35452425_ranking-48cpu,connectome_dimacs_scc_init,35458792.0,0.8460267396027323,21280355.0,0.5077372449190797,14178437.0,0.33828949468365266,0.33828949468365266,136648,39492.02757449798,33773.0,85566.6,97986.24999999997,113625.53,126184,0.0,50052.45648422102,-126184,125773,0.28900552934911583,0.7170705023125108,0.9234236871377554,0.1950007337612477,0.13312699690495358,0.05,0.074,0.168,0.7484,0.7655
35452425_ranking-48cpu,connectome_dimacs_scc_init_learning,35458792.0,0.8460267396027323,21280355.0,0.5077372449190797,14178437.0,0.33828949468365266,0.33828949468365266,136648,39492.02757449798,33773.0,85566.6,97986.24999999997,113625.53,126184,0.0,50052.45648422102,-126184,125773,0.28900552934911583,0.7170705023125108,0.9234236871377554,0.1950007337612477,0.13312699690495358,0.05,0.074,0.168,0.7484,0.7655
connectome_hybrid_ranking-12cpu,connectome_dimacs_scc_init,35463823.0,0.8461467764197491,21280355.0,0.5077372449190797,14183468.0,0.33840953150066944,0.33840953150066944,136648,39494.93959662783,33843.5,85633.3,97926.0,113590.65,126183,0.0,50057.530892950774,-126169,126183,0.2890268397388021,0.7166295884315906,0.923416369065043,0.19483750091882457,0.13189697845467682,0.05,0.074,0.168,0.7484,0.7659
connectome_hybrid_ranking-12cpu,connectome_dimacs_scc_init_learning,35463823.0,0.8461467764197491,21280355.0,0.5077372449190797,14183468.0,0.33840953150066944,0.33840953150066944,136648,39494.93959662783,33843.5,85633.3,97926.0,113590.65,126183,0.0,50057.530892950774,-126169,126183,0.2890268397388021,0.7166295884315906,0.923416369065043,0.19483750091882457,0.13189697845467682,0.05,0.074,0.168,0.7484,0.7659
connectome_hybrid_ranking-48cpu,connectome_dimacs_scc_init,35463423.0,0.8461372326457863,21280355.0,0.5077372449190797,14183068.0,0.33839998772670665,0.3383999877267067,136648,39495.93972835314,33812.5,85707.3,97913.65,113916.06,126103,0.0,50061.85482213342,-126103,125895,0.2890341587754899,0.7165392102335928,0.9228309232480534,0.19469839633545638,0.13235698535478033,0.05,0.074,0.168,0.7484,0.7657
connectome_hybrid_ranking-48cpu,connectome_dimacs_scc_init_learning,35463423.0,0.8461372326457863,21280355.0,0.5077372449190797,14183068.0,0.33839998772670665,0.3383999877267067,136648,39495.93972835314,33812.5,85707.3,97913.65,113916.06,126103,0.0,50061.85482213342,-126103,125895,0.2890341587754899,0.7165392102335928,0.9228309232480534,0.19469839633545638,0.13235698535478033,0.05,0.074,0.168,0.7484,0.7657
35452425_ranking-24cpu,connectome_dimacs_scc_init,35459216.0,0.8460368560031328,21280355.0,0.5077372449190797,14178861.0,0.33829961108405315,0.3382996110840532,136648,39497.03155552954,33786.0,85596.0,97953.65,113609.59,126224,0.0,50053.0040416717,-126224,125818,0.2890421488461561,0.7168319331420877,0.9237164100462503,0.1949831208092372,0.13281699225488383,0.05,0.074,0.168,0.7484,0.7654
35452425_ranking-24cpu,connectome_dimacs_scc_init_learning,35459216.0,0.8460368560031328,21280355.0,0.5077372449190797,14178861.0,0.33829961108405315,0.3382996110840532,136648,39497.03155552954,33786.0,85596.0,97953.65,113609.59,126224,0.0,50053.0040416717,-126224,125818,0.2890421488461561,0.7168319331420877,0.9237164100462503,0.1949831208092372,0.13281699225488383,0.05,0.074,0.168,0.7484,0.7654
35435948_ranking-24cpu,connectome_dimacs_scc_init,35448587.0,0.8457832540695069,21280355.0,0.5077372449190797,14168232.0,0.33804600915042726,0.3380460091504273,136648,39498.89728353141,33837.0,85589.0,98009.29999999999,113509.06,126145,0.0,50063.196530356065,-126145,125785,0.2890558023793353,0.717239183888531,0.9231382823019729,0.19465522996592577,0.13258698880483208,0.05,0.074,0.168,0.7484,0.7648
35435948_ranking-24cpu,connectome_dimacs_scc_init_learning,35448587.0,0.8457832540695069,21280355.0,0.5077372449190797,14168232.0,0.33804600915042726,0.3380460091504273,136648,39498.89728353141,33837.0,85589.0,98009.29999999999,113509.06,126145,0.0,50063.196530356065,-126145,125785,0.2890558023793353,0.717239183888531,0.9231382823019729,0.19465522996592577,0.13258698880483208,0.05,0.074,0.168,0.7484,0.7648
connectome_adaptive_out_over_inplus1_learning_ranking,connectome_dimacs_scc_init,31535251.0,0.7524132685085212,21280355.0,0.5077372449190797,10254896.0,0.24467602358944152,0.24467602358944154,136648,40342.627436918214,34672.0,86375.6,99001.0,117033.70999999999,134219,0.0,50845.624810767855,-134219,129756,0.29523028099143944,0.7244965165973889,0.9822244013816521,0.16928535283515078,0.11137667065005975,0.04,0.082,0.138,0.5586,0.5709
connectome_adaptive_out_over_inplus1_learning_ranking,connectome_dimacs_scc_init_learning,31535251.0,0.7524132685085212,21280355.0,0.5077372449190797,10254896.0,0.24467602358944152,0.24467602358944154,136648,40342.627436918214,34672.0,86375.6,99001.0,117033.70999999999,134219,0.0,50845.624810767855,-134219,129756,0.29523028099143944,0.7244965165973889,0.9822244013816521,0.16928535283515078,0.11137667065005975,0.04,0.082,0.138,0.5586,0.5709
connectome_paper_fas_ranking,connectome_dimacs_scc_init,34660410.0,0.8269777962428596,21280355.0,0.5077372449190797,13380055.0,0.31924055132377993,0.31924055132377993,136648,40345.36989930332,34387.5,86953.50000000001,99127.65,115336.29999999999,136125,0.0,50849.491015740954,-136125,128401,0.29525035053058457,0.7254233505064106,0.9961726479714302,0.1691590160965093,0.1143667155007325,0.59,0.586,0.565,0.5548,0.5735
connectome_paper_fas_ranking,connectome_dimacs_scc_init_learning,34660410.0,0.8269777962428596,21280355.0,0.5077372449190797,13380055.0,0.31924055132377993,0.31924055132377993,136648,40345.36989930332,34387.5,86953.50000000001,99127.65,115336.29999999999,136125,0.0,50849.491015740954,-136125,128401,0.29525035053058457,0.7254233505064106,0.9961726479714302,0.1691590160965093,0.1143667155007325,0.59,0.586,0.565,0.5548,0.5735
bader,connectome_dimacs_scc_init,35459266.0,0.8460380489748782,21280355.0,0.5077372449190797,14178911.0,0.33830080405579854,0.33830080405579854,136648,40876.07307827411,34872.0,87971.3,100140.59999999998,117079.07999999996,134700,0.0,51420.217717130516,-134700,128359,0.29913407498297895,0.7328361922604061,0.9857443943563023,0.1504038937496992,0.10157652364785472,0.01,0.032,0.066,0.3924,0.6515
